%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,02/04/2021
%Start time:,16:04:26

%timestep (8Hz),voltage,position,velocity
%[#],[V],[rad],[rad/s]
12561.0,0.0,2276802.0,0.0;
12601.0,0.0,2276802.0,0.0;
12641.0,0.0,2276802.0,0.0;
12681.0,0.0,2276802.0,0.0;
12721.0,0.0,2276802.0,0.0;
12761.0,0.0,2276802.0,0.0;
12800.0,0.0,2276802.0,0.0;
12841.0,0.0,2276802.0,0.0;
12881.0,0.0,2276802.0,0.0;
12921.0,0.0,2276802.0,0.0;
12962.0,0.0,2276802.0,0.0;
13002.0,0.0,2276802.0,0.0;
13042.0,0.0,2276802.0,0.0;
13084.0,0.0,2276802.0,0.0;
13124.0,0.0,2276802.0,0.0;
13164.0,0.0,2276802.0,0.0;
13204.0,0.0,2276802.0,0.0;
13244.0,0.0,2276802.0,0.0;
13284.0,0.0,2276802.0,0.0;
13324.0,0.0,2276802.0,0.0;
13364.0,0.0,2276802.0,0.0;
13405.0,0.0,2276802.0,0.0;
13446.0,0.0,2276802.0,0.0;
13488.0,0.0,2276802.0,0.0;
13528.0,0.0,2276802.0,0.0;
13571.0,0.0,2276802.0,0.0;
13610.0,0.0,2276802.0,0.0;
13650.0,0.0,2276802.0,0.0;
13691.0,0.0,2276802.0,0.0;
13730.0,0.0,2276802.0,0.0;
13770.0,0.0,2276802.0,0.0;
nan,nan,nan,nan;
13816.0,0.0,2276802.0,0.0;
13856.0,0.0,2276802.0,0.0;
13896.0,0.0,2276802.0,0.0;
13936.0,0.0,2276802.0,0.0;
13976.0,0.0,2276802.0,0.0;
14015.0,0.0,2276802.0,0.0;
14057.0,0.0,2276802.0,0.0;
14097.0,0.0,2276802.0,0.0;
14137.0,0.0,2276802.0,0.0;
14180.0,0.0,2276802.0,0.0;
14221.0,0.0,2276802.0,0.0;
14260.0,0.0,2276802.0,0.0;
14299.0,0.0,2276802.0,0.0;
14340.0,0.0,2276802.0,0.0;
14380.0,0.0,2276802.0,0.0;
14419.0,0.0,2276802.0,0.0;
14460.0,0.0,2276802.0,0.0;
14502.0,0.0,2276802.0,0.0;
14543.0,0.0,2276802.0,0.0;
14585.0,0.0,2276802.0,0.0;
14625.0,0.0,2276802.0,0.0;
14665.0,0.0,2276802.0,0.0;
14707.0,0.0,2276802.0,0.0;
14746.0,0.0,2276802.0,0.0;
14786.0,0.0,2276802.0,0.0;
14828.0,0.0,2276802.0,0.0;
14868.0,0.0,2276802.0,0.0;
14908.0,0.0,2276802.0,0.0;
14950.0,0.0,2276802.0,0.0;
14990.0,0.0,2276802.0,0.0;
15030.0,0.0,2276802.0,0.0;
15071.0,0.0,2276802.0,0.0;
15111.0,0.0,2276802.0,0.0;
15154.0,0.0,2276802.0,0.0;
15194.0,0.0,2276802.0,0.0;
15237.0,0.0,2276802.0,0.0;
15276.0,0.0,2276802.0,0.0;
15318.0,0.0,2276802.0,0.0;
15358.0,0.0,2276802.0,0.0;
15398.0,0.0,2276802.0,0.0;
15438.0,0.0,2276802.0,0.0;
15478.0,0.0,2276802.0,0.0;
15519.0,0.0,2276802.0,0.0;
15561.0,0.0,2276802.0,0.0;
15601.0,0.0,2276802.0,0.0;
15641.0,0.0,2276802.0,0.0;
15683.0,0.0,2276802.0,0.0;
15722.0,0.0,2276802.0,0.0;
15764.0,0.0,2276802.0,0.0;
15806.0,0.0,2276802.0,0.0;
15847.0,0.0,2276802.0,0.0;
15887.0,0.0,2276802.0,0.0;
15927.0,0.0,2276802.0,0.0;
15970.0,0.0,2276802.0,0.0;
16014.0,0.00314589636400342,2276803.0,125.00000762939453;
16067.0,0.013622213155031204,2276819.25,3250.000244140625;
16118.0,0.02377147600054741,2276858.0,6875.00048828125;
16171.0,0.03437118977308273,2276940.25,14000.0009765625;
16222.0,0.044603146612644196,2277061.0,19750.001953125;
16275.0,0.055250056087970734,2277217.5,24875.001953125;
16326.0,0.06548730283975601,2277404.5,30500.001953125;
16379.0,0.07609733939170837,2277638.5,37000.00390625;
16430.0,0.08625604212284088,2277904.75,43000.00390625;
16483.0,0.09673704206943512,2278230.0,50375.00390625;
16535.0,0.10692261159420013,2278592.5,57250.00390625;
16587.0,0.1169808954000473,2278995.0,63125.00390625;
16639.0,0.1268911510705948,2279437.25,69375.0078125;
16691.0,0.13662706315517426,2279921.5,75250.0078125;
16743.0,0.1461586207151413,2280441.5,81375.0078125;
16795.0,0.15545813739299774,2281008.5,88625.0078125;
16847.0,0.16449931263923645,2281613.0,93875.0078125;
16899.0,0.17325299978256226,2282246.5,98750.0078125;
16951.0,0.18168973922729492,2282914.0,103625.0078125;
17003.0,0.18977946043014526,2283608.5,107625.0078125;
17055.0,0.1974920779466629,2284332.5,112500.0078125;
17107.0,0.20479732751846313,2285094.0,118500.0078125;
17159.0,0.21166490018367767,2285889.75,123125.0078125;
17211.0,0.21806475520133972,2286711.0,127250.0078125;
17263.0,0.2239670753479004,2287556.25,131000.0078125;
17315.0,0.2293424904346466,2288423.25,133375.015625;
17367.0,0.23416222631931305,2289300.0,135500.015625;
17419.0,0.23839540779590607,2290200.25,139625.015625;
17471.0,0.2420104295015335,2291125.75,142750.015625;
17524.0,0.2450380176305771,2292079.0,144250.015625;
17576.0,0.24733489751815796,2293027.0,146500.015625;
17628.0,0.2489328682422638,2293978.5,146125.015625;
17680.0,0.2498193383216858,2294928.25,146250.015625;
17732.0,0.24995946884155273,2295888.5,147875.015625;
17784.0,0.24934440851211548,2296854.75,148625.015625;
17836.0,0.24794422090053558,2297819.5,148250.015625;
17888.0,0.24575462937355042,2298781.0,147500.015625;
17940.0,0.2427472025156021,2299721.5,144125.015625;
17992.0,0.23892074823379517,2300645.25,142000.015625;
18044.0,0.2342659831047058,2301568.75,141625.015625;
18096.0,0.22876933217048645,2302476.0,138875.015625;
18148.0,0.22243215143680573,2303361.75,135500.015625;
18200.0,0.21525633335113525,2304225.75,131875.015625;
18252.0,0.20724494755268097,2305050.75,125750.015625;
18304.0,0.19840523600578308,2305841.75,120875.015625;
18358.0,0.18836043775081635,2306631.0,116000.015625;
18413.0,0.17724446952342987,2307397.75,110375.015625;
18465.0,0.1659328192472458,2308085.75,104500.015625;
18519.0,0.15338891744613647,2308758.5,98125.015625;
18571.0,0.14057326316833496,2309349.25,89250.015625;
18623.0,0.12707054615020752,2309883.75,80500.015625;
18675.0,0.11292022466659546,2310363.25,72000.015625;
18727.0,0.09816549718379974,2310785.5,63375.015625;
18779.0,0.08285439014434814,2311147.0,53500.015625;
18831.0,0.0670449510216713,2311442.5,43500.015625;
18883.0,0.05079298093914986,2311671.25,33000.015625;
18935.0,0.0341651551425457,2311833.5,23000.015625;
18987.0,0.017229316756129265,2311935.5,13875.015625;
19039.0,6.024731555953622e-05,2311978.5,4500.015625;
