%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,02/04/2021
%Start time:,16:04:56

%timestep (8Hz),voltage,position,velocity
%[#],[V],[rad],[rad/s]
8468.0,0.0,2298368.0,0.0;
8508.0,0.0,2298368.0,0.0;
8548.0,0.0,2298368.0,0.0;
8588.0,0.0,2298368.0,0.0;
nan,nan,nan,nan;
8632.0,0.0,2298368.0,0.0;
8672.0,0.0,2298368.0,0.0;
8711.0,0.0,2298368.0,0.0;
8750.0,0.0,2298368.0,0.0;
8791.0,0.0,2298368.0,0.0;
8830.0,0.0,2298368.0,0.0;
8870.0,0.0,2298368.0,0.0;
8911.0,0.0,2298368.0,0.0;
8950.0,0.0,2298368.0,0.0;
8990.0,0.0,2298368.0,0.0;
9030.0,0.0,2298368.0,0.0;
9070.0,0.0,2298368.0,0.0;
9110.0,0.0,2298368.0,0.0;
9150.0,0.0,2298368.0,0.0;
9190.0,0.0,2298368.0,0.0;
9230.0,0.0,2298368.0,0.0;
9270.0,0.0,2298368.0,0.0;
9311.0,0.0,2298368.0,0.0;
9350.0,0.0,2298368.0,0.0;
9391.0,0.0,2298368.0,0.0;
9430.0,0.0,2298368.0,0.0;
9470.0,0.0,2298368.0,0.0;
9512.0,0.0,2298368.0,0.0;
9552.0,0.0,2298368.0,0.0;
9591.0,0.0,2298368.0,0.0;
9631.0,0.0,2298368.0,0.0;
9670.0,0.0,2298368.0,0.0;
9711.0,0.0,2298368.0,0.0;
9751.0,0.0,2298368.0,0.0;
9790.0,0.0,2298368.0,0.0;
9830.0,0.0,2298368.0,0.0;
9870.0,0.0,2298368.0,0.0;
9910.0,0.0,2298368.0,0.0;
9951.0,0.0,2298368.0,0.0;
9991.0,0.0,2298368.0,0.0;
10031.0,0.0,2298368.0,0.0;
10070.0,0.0,2298368.0,0.0;
10111.0,0.0,2298368.0,0.0;
10150.0,0.0,2298368.0,0.0;
10190.0,0.0,2298368.0,0.0;
10232.0,0.0,2298368.0,0.0;
10272.0,0.0,2298368.0,0.0;
10311.0,0.0,2298368.0,0.0;
10351.0,0.0,2298368.0,0.0;
10392.0,0.0,2298368.0,0.0;
10432.0,0.0,2298368.0,0.0;
10471.0,0.0,2298368.0,0.0;
10513.0,0.0,2298368.0,0.0;
10553.0,0.0,2298368.0,0.0;
10593.0,0.0,2298368.0,0.0;
10633.0,0.0,2298368.0,0.0;
10673.0,0.0,2298368.0,0.0;
10713.0,0.0,2298368.0,0.0;
10753.0,0.0,2298368.0,0.0;
10793.0,0.0,2298368.0,0.0;
10833.0,0.0,2298368.0,0.0;
10873.0,0.0,2298368.0,0.0;
10915.0,0.0,2298368.0,0.0;
10955.0,0.0,2298368.0,0.0;
10998.0,0.0,2298368.0,0.0;
11043.0,0.0,2298368.0,0.0;
11083.0,0.0,2298368.0,0.0;
11123.0,0.0,2298368.0,0.0;
11164.0,0.0,2298368.0,0.0;
11204.0,0.0,2298368.0,0.0;
11245.0,0.0,2298368.0,0.0;
11286.0,0.0,2298368.0,0.0;
11328.0,0.0,2298368.0,0.0;
11367.0,0.0,2298368.0,0.0;
11406.0,0.0,2298368.0,0.0;
11447.0,0.0,2298368.0,0.0;
11486.0,0.0,2298368.0,0.0;
11526.0,0.0,2298368.0,0.0;
11566.0,0.0,2298368.0,0.0;
11606.0,0.0,2298368.0,0.0;
11646.0,0.0,2298368.0,0.0;
11686.0,0.0,2298368.0,0.0;
11727.0,0.0,2298368.0,0.0;
11766.0,0.0,2298368.0,0.0;
11806.0,0.0,2298368.0,0.0;
11846.0,0.0,2298368.0,0.0;
11888.0,0.0,2298368.0,0.0;
11933.0,0.0,2298368.0,0.0;
11974.0,0.0,2298368.0,0.0;
12015.0,0.0,2298368.0,0.0;
12055.0,0.0,2298368.0,0.0;
12095.0,0.0,2298368.0,0.0;
12136.0,0.0,2298368.0,0.0;
12179.0,0.0,2298368.0,0.0;
12219.0,0.0,2298368.0,0.0;
12261.0,0.0,2298368.0,0.0;
12301.0,0.0,2298368.0,0.0;
nan,nan,nan,nan;
12344.0,0.0,2298368.0,0.0;
12384.0,0.0,2298368.0,0.0;
12428.0,0.0,2298368.0,0.0;
12468.0,0.0,2298368.0,0.0;
12510.0,0.0,2298368.0,0.0;
12551.0,0.0,2298368.0,0.0;
12591.0,0.0,2298368.0,0.0;
12632.0,0.0,2298368.0,0.0;
12672.0,0.0,2298368.0,0.0;
12711.0,0.0,2298368.0,0.0;
12752.0,0.0,2298368.0,0.0;
12792.0,0.0,2298368.0,0.0;
12831.0,0.0,2298368.0,0.0;
12870.0,0.0,2298368.0,0.0;
12911.0,0.0,2298368.0,0.0;
12955.0,0.0,2298368.0,0.0;
12997.0,0.0,2298368.0,0.0;
13038.0,0.0,2298368.0,0.0;
13078.0,0.0,2298368.0,0.0;
13118.0,0.0,2298368.0,0.0;
13158.0,0.0,2298368.0,0.0;
13200.0,0.0,2298368.0,0.0;
13239.0,0.0,2298368.0,0.0;
13278.0,0.0,2298368.0,0.0;
13319.0,0.0,2298368.0,0.0;
13360.0,0.0,2298368.0,0.0;
13399.0,0.0,2298368.0,0.0;
13439.0,0.0,2298368.0,0.0;
13478.0,0.0,2298368.0,0.0;
13518.0,0.0,2298368.0,0.0;
13558.0,0.0,2298368.0,0.0;
13598.0,0.0,2298368.0,0.0;
13638.0,0.0,2298368.0,0.0;
13678.0,0.0,2298368.0,0.0;
13719.0,0.0,2298368.0,0.0;
13758.0,0.0,2298368.0,0.0;
13800.0,0.0,2298368.0,0.0;
13843.0,0.0,2298368.0,0.0;
13883.0,0.0,2298368.0,0.0;
13923.0,0.0,2298368.0,0.0;
13963.0,0.0,2298368.0,0.0;
14003.0,0.0,2298368.0,0.0;
14044.0,0.0,2298368.0,0.0;
14084.0,0.0,2298368.0,0.0;
14125.0,0.0,2298368.0,0.0;
14165.0,0.0,2298368.0,0.0;
14205.0,0.0,2298368.0,0.0;
14245.0,0.0,2298368.0,0.0;
14285.0,0.0,2298368.0,0.0;
14325.0,0.0,2298368.0,0.0;
14366.0,0.0,2298368.0,0.0;
14406.0,0.0,2298368.0,0.0;
14446.0,0.0,2298368.0,0.0;
14486.0,0.0,2298368.0,0.0;
14526.0,0.0,2298368.0,0.0;
14567.0,0.0,2298368.0,0.0;
14607.0,0.0,2298368.0,0.0;
14648.0,0.0,2298368.0,0.0;
14690.0,0.0,2298368.0,0.0;
14733.0,0.0,2298368.0,0.0;
14774.0,0.0,2298368.0,0.0;
14815.0,0.0,2298368.0,0.0;
14855.0,0.0,2298368.0,0.0;
14895.0,0.0,2298368.0,0.0;
14937.0,0.0,2298368.0,0.0;
