%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,29/04/2021
%Start time:,15:32:02

%timestep (8Hz),voltage,position,velocity
%[#],[V],[turns],[turns/s]
3.0,0.0,22.64107894897461,0.0;
54.0,0.0,22.64107894897461,0.0;
97.0,0.0,22.64107894897461,0.0;
150.0,0.0,22.641048431396484,-0.0038146974984556437;
193.0,0.0,22.641048431396484,-0.0038146974984556437;
236.0,0.0,22.641048431396484,0.0;
283.0,0.0,22.641048431396484,0.0;
326.0,0.0,22.641048431396484,0.0;
369.0,0.0,22.641048431396484,0.0;
412.0,0.0,22.641048431396484,0.0;
457.0,0.0,22.641048431396484,0.0;
505.0,0.0,22.641048431396484,0.0;
554.0,0.0,22.641048431396484,0.0;
602.0,0.0,22.641048431396484,0.0;
646.0,0.0,22.641048431396484,0.0;
690.0,0.0,22.641048431396484,0.0;
732.0,0.0,22.641048431396484,0.0;
776.0,0.0,22.641048431396484,0.0;
821.0,0.0,22.641048431396484,0.0;
864.0,0.0,22.641048431396484,0.0;
906.0,0.0,22.641048431396484,0.0;
948.0,0.0,22.641048431396484,0.0;
992.0,0.0,22.641048431396484,0.0;
1036.0,0.0,22.641048431396484,0.0;
1080.0,0.0,22.641048431396484,0.0;
1122.0,0.0,22.641048431396484,0.0;
1164.0,0.0,22.641048431396484,0.0;
1208.0,0.0,22.641048431396484,0.0;
nan,nan,nan,nan;
1258.0,0.0,22.641048431396484,0.0;
1303.0,0.0,22.641048431396484,0.0;
1352.0,0.0,22.641048431396484,0.0;
1400.0,0.0,22.641048431396484,0.0;
1448.0,0.0,22.641048431396484,0.0;
1492.0,0.0,22.641048431396484,0.0;
1535.0,0.0,22.641048431396484,0.0;
1577.0,0.0,22.641048431396484,0.0;
1619.0,0.0,22.641048431396484,0.0;
1662.0,0.0,22.641048431396484,0.0;
1705.0,0.0,22.641048431396484,0.0;
1749.0,0.0,22.641048431396484,0.0;
1796.0,0.0,22.641048431396484,0.0;
1850.0,0.0,22.641048431396484,0.0;
1905.0,0.0,22.641048431396484,0.0;
1954.0,0.0,22.641048431396484,0.0;
2004.0,0.0,22.641048431396484,0.0;
2059.0,0.0,22.641048431396484,0.0;
2109.0,0.0,22.641048431396484,0.0;
2159.0,0.0,22.641048431396484,0.0;
2206.0,0.0,22.641048431396484,0.0;
2251.0,0.0,22.641048431396484,0.0;
2305.0,0.0,22.641048431396484,0.0;
2352.0,0.0,22.641048431396484,0.0;
2400.0,0.0,22.641048431396484,0.0;
2453.0,0.0,22.641048431396484,0.0;
2502.0,0.0,22.641048431396484,0.0;
2555.0,0.0,22.641048431396484,0.0;
2602.0,0.0,22.641048431396484,0.0;
2650.0,0.0,22.641048431396484,0.0;
2703.0,0.0,22.641048431396484,0.0;
2749.0,0.0,22.641048431396484,0.0;
2797.0,0.0,22.641048431396484,0.0;
2850.0,0.0,22.641048431396484,0.0;
2896.0,0.0,22.641048431396484,0.0;
2950.0,0.0,22.641048431396484,0.0;
3000.0,0.0,22.641048431396484,0.0;
3046.0,0.0,22.641048431396484,0.0;
3091.0,0.0,22.641048431396484,0.0;
3136.0,0.0,22.641048431396484,0.0;
