%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,29/04/2021
%Start time:,15:32:57

%timestep (8Hz),voltage,position,velocity
%[#],[V],[turns],[turns/s]
3.0,0.0,114.04998016357422,0.0;
58.0,0.0,114.04998016357422,0.0;
101.0,0.0,114.04998016357422,0.0;
154.0,0.0,114.04998779296875,0.003814697964116931;
210.0,0.0,114.04998779296875,0.0;
259.0,0.0,114.04998779296875,0.0;
302.0,0.0,114.04998779296875,0.0;
344.0,0.0,114.04998779296875,0.0;
387.0,0.0,114.04998779296875,0.0;
430.0,0.0,114.04998779296875,0.0;
472.0,0.0,114.04998779296875,0.0;
515.0,0.0,114.04998779296875,0.0;
560.0,0.0,114.04998779296875,0.0;
605.0,0.0,114.04998779296875,0.0;
648.0,0.0,114.04998779296875,0.0;
691.0,0.0,114.04998779296875,0.0;
734.0,0.0,114.04998779296875,0.0;
776.0,0.0,114.04998779296875,0.0;
819.0,0.0,114.04998779296875,0.0;
863.0,0.0,114.04998779296875,0.0;
906.0,0.0,114.04998779296875,0.0;
950.0,0.0,114.04998779296875,0.0;
995.0,0.0,114.04998779296875,0.0;
1049.0,0.0,114.04998779296875,0.0;
1100.0,0.0,114.04998779296875,0.0;
1147.0,0.0,114.04998779296875,0.0;
1195.0,0.0,114.04998779296875,0.0;
1238.0,0.0,114.04998779296875,0.0;
1280.0,0.0,114.04998779296875,0.0;
1323.0,0.0,114.04998779296875,0.0;
1366.0,0.0,114.04998779296875,0.0;
1408.0,0.0,114.04998779296875,0.0;
1451.0,0.0,114.04998779296875,0.0;
1494.0,0.0,114.04998779296875,0.0;
1538.0,0.0,114.04998779296875,0.0;
1581.0,0.0,114.04998779296875,0.0;
1623.0,0.0,114.04998779296875,0.0;
1667.0,0.0,114.04998779296875,0.0;
1710.0,0.0,114.04998779296875,0.0;
1752.0,0.0,114.04998779296875,0.0;
1797.0,0.0,114.04998779296875,0.0;
1848.0,0.0,114.04998779296875,0.0;
1898.0,0.0,114.04998779296875,0.0;
1947.0,0.0,114.04998779296875,0.0;
1990.0,0.0,114.04998779296875,0.0;
2039.0,0.0,114.04998779296875,0.0;
2095.0,0.0,114.04998779296875,0.0;
2153.0,0.0,114.04998779296875,0.0;
2207.0,0.0,114.04998779296875,0.0;
2258.0,0.0,114.04998779296875,0.0;
2309.0,0.0,114.04998779296875,0.0;
2355.0,0.0,114.04998779296875,0.0;
2403.0,0.0,114.04998779296875,0.0;
2450.0,0.0,114.04998779296875,0.0;
2495.0,0.0,114.04998779296875,0.0;
2539.0,0.0,114.04998779296875,0.0;
2582.0,0.0,114.04998779296875,0.0;
2624.0,0.0,114.04998779296875,0.0;
2668.0,0.0,114.04998779296875,0.0;
2710.0,0.0,114.04998779296875,0.0;
2752.0,0.0,114.04998779296875,0.0;
2806.0,0.0,114.04998779296875,0.0;
2855.0,0.0,114.04998779296875,0.0;
2901.0,0.0,114.04998779296875,0.0;
2954.0,0.0,114.04998779296875,0.0;
3003.0,0.0,114.04998779296875,0.0;
3063.0,0.0,114.04998779296875,0.0;
3122.0,0.0,114.04998779296875,0.0;
3180.0,0.0,114.04998779296875,0.0;
3240.0,0.0,114.04998779296875,0.0;
3286.0,0.0,114.04998779296875,0.0;
3338.0,0.0,114.04998779296875,0.0;
3390.0,0.0,114.04998779296875,0.0;
