%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,29/04/2021
%Start time:,15:34:44

%timestep (8Hz),voltage,position,velocity
%[#],[V],[turns],[turns/s]
2.0,0.0,114.09770965576172,0.0;
79.0,0.0,114.09770965576172,0.0;
122.0,0.0,114.09770965576172,0.0;
171.0,0.0,114.09770965576172,0.0;
214.0,0.0,114.09770965576172,0.0;
259.0,0.0,114.09770965576172,0.0;
307.0,0.0,114.09770965576172,0.0;
350.0,0.0,114.09770965576172,0.0;
396.0,0.0,114.09770965576172,0.0;
443.0,0.0,114.09770965576172,0.0;
494.0,0.0,114.09770965576172,0.0;
551.0,0.0,114.09770965576172,0.0;
597.0,0.0,114.09770965576172,0.0;
640.0,0.0,114.09770965576172,0.0;
684.0,0.0,114.09770965576172,0.0;
732.0,0.0,114.09770965576172,0.0;
778.0,0.0,114.09770965576172,0.0;
823.0,0.0,114.09770965576172,0.0;
868.0,0.0,114.09770965576172,0.0;
915.0,0.0,114.09770965576172,0.0;
960.0,0.0,114.09770965576172,0.0;
1005.0,0.0,114.09770965576172,0.0;
1050.0,0.0,114.09770965576172,0.0;
1096.0,0.0,114.09770965576172,0.0;
1141.0,0.0,114.09770965576172,0.0;
1183.0,0.0,114.09770965576172,0.0;
1227.0,0.0,114.09770965576172,0.0;
1272.0,0.0,114.09770965576172,0.0;
1316.0,0.0,114.09770965576172,0.0;
1358.0,0.0,114.09770965576172,0.0;
1400.0,0.0,114.09770965576172,0.0;
1444.0,0.0,114.09770965576172,0.0;
1486.0,0.0,114.09770965576172,0.0;
1528.0,0.0,114.09770965576172,0.0;
1572.0,0.0,114.09770965576172,0.0;
1615.0,0.0,114.09770965576172,0.0;
1658.0,0.0,114.09770965576172,0.0;
1701.0,0.0,114.09770965576172,0.0;
1744.0,0.0,114.09770965576172,0.0;
1788.0,0.0,114.09770965576172,0.0;
1830.0,0.0,114.09770965576172,0.0;
1872.0,0.0,114.09770965576172,0.0;
1916.0,0.0,114.09770965576172,0.0;
1958.0,0.0,114.09770965576172,0.0;
2000.0,0.0,114.09770965576172,0.0;
2048.0,0.0,114.09770965576172,0.0;
2093.0,0.0,114.09770965576172,0.0;
2139.0,0.0,114.09770965576172,0.0;
2189.0,0.0,114.09770965576172,0.0;
2239.0,0.0,114.09770965576172,0.0;
2285.0,0.0,114.09770965576172,0.0;
2329.0,0.0,114.09770965576172,0.0;
2371.0,0.0,114.09770965576172,0.0;
2418.0,0.0,114.09770965576172,0.0;
2465.0,0.0,114.09770965576172,0.0;
2511.0,0.0,114.09770965576172,0.0;
2556.0,0.0,114.09770965576172,0.0;
2606.0,0.0,114.09770965576172,0.0;
2650.0,0.0,114.09770965576172,0.0;
