%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,29/04/2021
%Start time:,15:34:20

%timestep (8Hz),voltage,position,velocity
%[#],[V],[turns],[turns/s]
2.0,0.0,114.09017181396484,0.0;
51.0,0.0,114.09017181396484,0.0;
98.0,0.0,114.09017181396484,0.0;
158.0,0.0,114.09017181396484,0.0;
203.0,0.0,114.09017181396484,0.0;
250.0,0.0,114.09017181396484,0.0;
298.0,0.0,114.09017181396484,0.0;
343.0,0.0,114.09017181396484,0.0;
390.0,0.0,114.09017181396484,0.0;
433.0,0.0,114.09017181396484,0.0;
475.0,0.0,114.09017181396484,0.0;
517.0,0.0,114.09017181396484,0.0;
561.0,0.0,114.09017181396484,0.0;
604.0,0.0,114.09017181396484,0.0;
648.0,0.0,114.09017181396484,0.0;
691.0,0.0,114.09017181396484,0.0;
736.0,0.0,114.09017181396484,0.0;
779.0,0.0,114.09017181396484,0.0;
821.0,0.0,114.09017181396484,0.0;
866.0,0.0,114.09017181396484,0.0;
909.0,0.0,114.09017181396484,0.0;
951.0,0.0,114.09017181396484,0.0;
996.0,0.0,114.09017181396484,0.0;
1041.0,0.0,114.09017181396484,0.0;
1083.0,0.0,114.09017181396484,0.0;
1124.0,0.0,114.09017181396484,0.0;
1167.0,0.0,114.09017181396484,0.0;
1211.0,0.0,114.09017181396484,0.0;
1254.0,0.0,114.09017181396484,0.0;
1299.0,0.0,114.09017181396484,0.0;
1346.0,0.0,114.09017181396484,0.0;
1390.0,0.0,114.09017181396484,0.0;
1433.0,0.0,114.09017181396484,0.0;
1476.0,0.0,114.09017181396484,0.0;
1521.0,0.0,114.09017181396484,0.0;
1563.0,0.0,114.09017181396484,0.0;
1608.0,0.0,114.09017181396484,0.0;
1654.0,0.0,114.09017181396484,0.0;
1699.0,0.0,114.09017181396484,0.0;
1746.0,0.0,114.09017181396484,0.0;
1790.0,0.0,114.09017181396484,0.0;
1835.0,0.0,114.09017181396484,0.0;
1889.0,0.0,114.09017181396484,0.0;
1939.0,0.0,114.09017181396484,0.0;
1986.0,0.0,114.09017181396484,0.0;
2028.0,0.0,114.09017181396484,0.0;
2070.0,0.0,114.09017181396484,0.0;
2114.0,0.0,114.09017181396484,0.0;
2156.0,0.0,114.09017181396484,0.0;
2198.0,0.0,114.09017181396484,0.0;
2243.0,0.0,114.09017181396484,0.0;
2286.0,0.0,114.09017181396484,0.0;
2330.0,0.0,114.09017181396484,0.0;
2372.0,0.0,114.09017181396484,0.0;
2414.0,0.0,114.09017181396484,0.0;
2459.0,0.0,114.09017181396484,0.0;
2502.0,0.0,114.09017181396484,0.0;
2546.0,0.0,114.09017181396484,0.0;
2589.0,0.0,114.09017181396484,0.0;
2632.0,0.0,114.09017181396484,0.0;
2675.0,0.0,114.09017181396484,0.0;
2718.0,0.0,114.09017181396484,0.0;
2762.0,0.0,114.09017181396484,0.0;
2804.0,0.0,114.09017181396484,0.0;
2846.0,0.0,114.09017181396484,0.0;
2891.0,0.0,114.09017181396484,0.0;
2933.0,0.0,114.09017181396484,0.0;
2976.0,0.0,114.09017181396484,0.0;
3021.0,0.0,114.09017181396484,0.0;
3066.0,0.0,114.09017181396484,0.0;
3108.0,0.0,114.09017181396484,0.0;
3158.0,0.0,114.09017181396484,0.0;
3204.0,0.0,114.09017181396484,0.0;
3246.0,0.0,114.09017181396484,0.0;
3291.0,0.0,114.09017181396484,0.0;
3336.0,0.0,114.09017181396484,0.0;
3379.0,0.0,114.09017181396484,0.0;
3426.0,0.0,114.09017181396484,0.0;
3469.0,0.0,114.09017181396484,0.0;
3512.0,0.0,114.09017181396484,0.0;
3555.0,0.0,114.09017181396484,0.0;
3598.0,0.0,114.09017181396484,0.0;
3642.0,0.0,114.09017181396484,0.0;
3684.0,0.0,114.09017181396484,0.0;
3726.0,0.0,114.09017181396484,0.0;
3771.0,0.0,114.09017181396484,0.0;
3816.0,0.0,114.09017181396484,0.0;
3859.0,0.0,114.09017181396484,0.0;
3901.0,0.0,114.09017181396484,0.0;
3944.0,0.0,114.09017181396484,0.0;
3989.0,0.0,114.09017181396484,0.0;
4034.0,0.0,114.09017181396484,0.0;
4076.0,0.0,114.09017181396484,0.0;
4120.0,0.0,114.09017181396484,0.0;
4164.0,0.0,114.09017181396484,0.0;
4208.0,0.0,114.09017181396484,0.0;
4251.0,0.0,114.09017181396484,0.0;
4294.0,0.0,114.09017181396484,0.0;
4338.0,0.0,114.09017181396484,0.0;
4384.0,0.0,114.09017181396484,0.0;
4427.0,0.0,114.09017181396484,0.0;
4470.0,0.0,114.09017181396484,0.0;
4515.0,0.0,114.09017181396484,0.0;
4558.0,0.0,114.09017181396484,0.0;
4603.0,0.0,114.09017181396484,0.0;
4645.0,0.0,114.09017181396484,0.0;
4688.0,0.0,114.09017181396484,0.0;
4731.0,0.0,114.09017181396484,0.0;
4774.0,0.0,114.09017181396484,0.0;
4818.0,0.0,114.09017181396484,0.0;
4861.0,0.0,114.09017181396484,0.0;
4910.0,0.0,114.09017181396484,0.0;
4958.0,0.0,114.09017181396484,0.0;
5003.0,0.0,114.09017181396484,0.0;
5045.0,0.0,114.09017181396484,0.0;
5088.0,0.0,114.09017181396484,0.0;
5131.0,0.0,114.09017181396484,0.0;
5173.0,0.0,114.09017181396484,0.0;
5218.0,0.0,114.09017181396484,0.0;
5260.0,0.0,114.09017181396484,0.0;
5302.0,0.0,114.09017181396484,0.0;
5347.0,0.0,114.09017181396484,0.0;
5390.0,0.0,114.09017181396484,0.0;
5435.0,0.0,114.09017181396484,0.0;
5478.0,0.0,114.09017181396484,0.0;
5522.0,0.0,114.09017181396484,0.0;
5564.0,0.0,114.09017181396484,0.0;
5608.0,0.0,114.09017181396484,0.0;
5658.0,0.0,114.09017181396484,0.0;
5704.0,0.0,114.09017181396484,0.0;
5752.0,0.0,114.09017181396484,0.0;
5795.0,0.0,114.09017181396484,0.0;
5838.0,0.0,114.09017181396484,0.0;
5883.0,0.0,114.09017181396484,0.0;
5926.0,0.0,114.09017181396484,0.0;
5970.0,0.0,114.09017181396484,0.0;
6014.0,0.0,114.09017181396484,0.0;
6058.0,0.0,114.09017181396484,0.0;
6100.0,0.0,114.09017181396484,0.0;
6144.0,0.0,114.09017181396484,0.0;
6187.0,0.0,114.09017181396484,0.0;
6229.0,0.0,114.09017181396484,0.0;
6272.0,0.0,114.09017181396484,0.0;
6318.0,0.0,114.09017181396484,0.0;
6363.0,0.0,114.09017181396484,0.0;
6408.0,0.0,114.09017181396484,0.0;
6451.0,0.0,114.09017181396484,0.0;
6494.0,0.0,114.09017181396484,0.0;
6540.0,0.0,114.09017181396484,0.0;
6582.0,0.0,114.09017181396484,0.0;
6626.0,0.0,114.09017181396484,0.0;
6668.0,0.0,114.09017181396484,0.0;
6710.0,0.0,114.09017181396484,0.0;
6756.0,0.0,114.09017181396484,0.0;
6798.0,0.0,114.09017181396484,0.0;
6843.0,0.0,114.09017181396484,0.0;
6888.0,0.0,114.09017181396484,0.0;
6931.0,0.0,114.09017181396484,0.0;
6974.0,0.0,114.09017181396484,0.0;
7019.0,0.0,114.09017181396484,0.0;
7062.0,0.0,114.09017181396484,0.0;
7106.0,0.0,114.09017181396484,0.0;
7149.0,0.0,114.09017181396484,0.0;
7192.0,0.0,114.09017181396484,0.0;
7236.0,0.0,114.09017181396484,0.0;
7278.0,0.0,114.09017181396484,0.0;
7322.0,0.0,114.09017181396484,0.0;
7364.0,0.0,114.09017181396484,0.0;
7409.0,0.0,114.09017181396484,0.0;
7451.0,0.0,114.09017181396484,0.0;
7493.0,0.0,114.09017181396484,0.0;
7537.0,0.0,114.09017181396484,0.0;
7579.0,0.0,114.09017181396484,0.0;
7624.0,0.0,114.09017181396484,0.0;
7667.0,0.0,114.09017181396484,0.0;
7709.0,0.0,114.09017181396484,0.0;
7752.0,0.0,114.09017181396484,0.0;
7795.0,0.0,114.09017181396484,0.0;
7838.0,0.0,114.09017181396484,0.0;
7884.0,0.0,114.09017181396484,0.0;
7928.0,0.0,114.09017181396484,0.0;
7971.0,0.0,114.09017181396484,0.0;
8014.0,0.0,114.09017181396484,0.0;
8059.0,0.0,114.09017181396484,0.0;
8104.0,0.0,114.09017181396484,0.0;
8150.0,0.0,114.09017181396484,0.0;
8197.0,0.0,114.09017181396484,0.0;
8245.0,0.0,114.09017181396484,0.0;
8294.0,0.0,114.09017181396484,0.0;
8339.0,0.0,114.09017181396484,0.0;
8387.0,0.0,114.09017181396484,0.0;
8433.0,0.0,114.09017181396484,0.0;
8486.0,0.0,114.09017181396484,0.0;
8536.0,0.0,114.09017181396484,0.0;
8590.0,0.0,114.09017181396484,0.0;
8639.0,0.0,114.09017181396484,0.0;
8690.0,0.0,114.09017181396484,0.0;
8739.0,0.0,114.09017181396484,0.0;
8784.0,0.0,114.09017181396484,0.0;
8831.0,0.0,114.09017181396484,0.0;
8878.0,0.0,114.09017181396484,0.0;
8925.0,0.0,114.09017181396484,0.0;
8970.0,0.0,114.09017181396484,0.0;
9014.0,0.0,114.09017181396484,0.0;
9062.0,0.0,114.09017181396484,0.0;
9114.0,0.0,114.09017181396484,0.0;
9162.0,0.0,114.09017181396484,0.0;
9211.0,0.0,114.09017181396484,0.0;
9262.0,0.0,114.09017181396484,0.0;
9308.0,0.0,114.09017181396484,0.0;
9355.0,0.0,114.09017181396484,0.0;
9405.0,0.0,114.09017181396484,0.0;
9452.0,0.0,114.09017181396484,0.0;
9501.0,0.0,114.09017181396484,0.0;
9546.0,0.0,114.09017181396484,0.0;
9589.0,0.0,114.09017181396484,0.0;
9632.0,0.0,114.09017181396484,0.0;
9676.0,0.0,114.09017181396484,0.0;
9722.0,0.0,114.09017181396484,0.0;
9764.0,0.0,114.09017181396484,0.0;
9806.0,0.0,114.09017181396484,0.0;
9850.0,0.0,114.09017181396484,0.0;
9892.0,0.0,114.09017181396484,0.0;
9934.0,0.0,114.09017181396484,0.0;
9978.0,0.0,114.09017181396484,0.0;
10030.0,0.0,114.09017181396484,0.0;
10082.0,0.0,114.09017181396484,0.0;
10128.0,0.0,114.09017181396484,0.0;
10177.0,0.0,114.09017181396484,0.0;
10226.0,0.0,114.09017181396484,0.0;
10272.0,0.0,114.09017181396484,0.0;
10324.0,0.0,114.09017181396484,0.0;
10373.0,0.0,114.09017181396484,0.0;
10425.0,0.0,114.09017181396484,0.0;
10478.0,0.0,114.09017181396484,0.0;
10528.0,0.0,114.09017181396484,0.0;
10579.0,0.0,114.09017181396484,0.0;
10625.0,0.0,114.09017181396484,0.0;
10670.0,0.0,114.09017181396484,0.0;
10726.0,0.0,114.09017181396484,0.0;
10774.0,0.0,114.09017181396484,0.0;
10824.0,0.0,114.09017181396484,0.0;
10871.0,0.0,114.09017181396484,0.0;
10916.0,0.0,114.09017181396484,0.0;
10968.0,0.0,114.09017181396484,0.0;
11018.0,0.0,114.09017181396484,0.0;
11063.0,0.0,114.09017181396484,0.0;
11107.0,0.0,114.09017181396484,0.0;
11149.0,0.0,114.09017181396484,0.0;
11195.0,0.0,114.09017181396484,0.0;
11237.0,0.0,114.09017181396484,0.0;
11282.0,0.0,114.09017181396484,0.0;
11325.0,0.0,114.09017181396484,0.0;
11368.0,0.0,114.09017181396484,0.0;
11411.0,0.0,114.09017181396484,0.0;
11454.0,0.0,114.09017181396484,0.0;
11499.0,0.0,114.09017181396484,0.0;
11546.0,0.0,114.09017181396484,0.0;
11589.0,0.0,114.09017181396484,0.0;
11632.0,0.0,114.09017181396484,0.0;
11675.0,0.0,114.09017181396484,0.0;
11719.0,0.0,114.09017181396484,0.0;
11765.0,0.0,114.09017181396484,0.0;
11816.0,0.0,114.09017181396484,0.0;
11863.0,0.0,114.09017181396484,0.0;
11909.0,0.0,114.09017181396484,0.0;
11954.0,0.0,114.09017181396484,0.0;
12001.0,0.0,114.09017181396484,0.0;
12050.0,0.0,114.09017181396484,0.0;
12095.0,0.0,114.09017181396484,0.0;
12147.0,0.0,114.09017181396484,0.0;
12194.0,0.0,114.09017181396484,0.0;
12238.0,0.0,114.09017181396484,0.0;
12295.0,0.0,114.09017181396484,0.0;
12352.0,0.0,114.09017181396484,0.0;
12412.0,0.0,114.09017181396484,0.0;
12466.0,0.0,114.09017181396484,0.0;
12519.0,0.0,114.09017181396484,0.0;
12565.0,0.0,114.09017181396484,0.0;
12614.0,0.0,114.09017181396484,0.0;
12664.0,0.0,114.09017181396484,0.0;
12712.0,0.0,114.09017181396484,0.0;
12762.0,0.0,114.09017181396484,0.0;
12812.0,0.0,114.09017181396484,0.0;
12856.0,0.0,114.09017181396484,0.0;
12903.0,0.0,114.09017181396484,0.0;
12952.0,0.0,114.09017181396484,0.0;
13003.0,0.0,114.09017181396484,0.0;
13054.0,0.0,114.09017181396484,0.0;
13103.0,0.0,114.09017181396484,0.0;
13151.0,0.0,114.09017181396484,0.0;
13203.0,0.0,114.09017181396484,0.0;
13251.0,0.0,114.09017181396484,0.0;
13303.0,0.0,114.09017181396484,0.0;
13359.0,0.0,114.09017181396484,0.0;
13408.0,0.0,114.09017181396484,0.0;
13454.0,0.0,114.09017181396484,0.0;
13502.0,0.0,114.09017181396484,0.0;
13547.0,0.0,114.09017181396484,0.0;
13589.0,0.0,114.09017181396484,0.0;
13634.0,0.0,114.09017181396484,0.0;
13677.0,0.0,114.09017181396484,0.0;
13722.0,0.0,114.09017181396484,0.0;
13764.0,0.0,114.09017181396484,0.0;
13806.0,0.0,114.09017181396484,0.0;
13851.0,0.0,114.09017181396484,0.0;
13898.0,0.0,114.09017181396484,0.0;
13944.0,0.0,114.09017181396484,0.0;
13997.0,0.0,114.09017181396484,0.0;
14050.0,0.0,114.09017181396484,0.0;
14102.0,0.0,114.09017181396484,0.0;
14150.0,0.0,114.09017181396484,0.0;
14194.0,0.0,114.09017181396484,0.0;
14236.0,0.0,114.09017181396484,0.0;
14281.0,0.0,114.09017181396484,0.0;
14323.0,0.0,114.09017181396484,0.0;
14366.0,0.0,114.09017181396484,0.0;
14414.0,0.0,114.09017181396484,0.0;
14466.0,0.0,114.09017181396484,0.0;
14512.0,0.0,114.09017181396484,0.0;
14558.0,0.0,114.09017181396484,0.0;
14604.0,0.0,114.09017181396484,0.0;
14648.0,0.0,114.09017181396484,0.0;
14694.0,0.0,114.09017181396484,0.0;
14743.0,0.0,114.09017181396484,0.0;
14815.0,0.0,114.09017181396484,0.0;
14871.0,0.0,114.09017181396484,0.0;
14927.0,0.0,114.09017181396484,0.0;
14983.0,0.0,114.09017181396484,0.0;
15029.0,0.0,114.09017181396484,0.0;
15076.0,0.0,114.09017181396484,0.0;
15132.0,0.0,114.09017181396484,0.0;
15187.0,0.0,114.09017181396484,0.0;
15242.0,0.0,114.09017181396484,0.0;
15294.0,0.0,114.09017181396484,0.0;
15342.0,0.0,114.09017181396484,0.0;
15390.0,0.0,114.09017181396484,0.0;
15443.0,0.0,114.09017181396484,0.0;
15497.0,0.0,114.09017181396484,0.0;
15544.0,0.0,114.09017181396484,0.0;
15590.0,0.0,114.09017181396484,0.0;
15638.0,0.0,114.09017181396484,0.0;
15684.0,0.0,114.09017181396484,0.0;
15729.0,0.0,114.09017181396484,0.0;
15775.0,0.0,114.09017181396484,0.0;
15818.0,0.0,114.09017181396484,0.0;
15866.0,0.0,114.09017181396484,0.0;
15908.0,0.0,114.09017181396484,0.0;
15950.0,0.0,114.09017181396484,0.0;
